rating,neg,neu,pos
7,1.3660206,0.10761971,-1.5515541
8,-1.0072643,0.2598346,0.82691205
7,-0.228283,0.26379812,0.09324755
8,-0.14827208,0.33050197,-0.16285497
10,0.0058776885,0.43106806,-0.3866898
8,-1.5014302,0.2597444,1.5079873
9,-2.1210036,-0.48601598,3.2844718
9,-2.5498345,-0.15949248,3.364036
7,-0.80556965,0.10512134,0.8761272
8,0.33021605,0.53641546,-0.89880586
8,-0.9975482,0.47783124,0.63742
9,-2.6642435,-0.590171,4.0673695
10,-1.352539,0.20102356,1.3014079
8,-2.5978854,-0.3073594,3.5134258
10,-2.258323,-0.3424651,3.1918957
9,-1.6872556,0.38038743,1.6086359
8,-0.6318994,0.010191031,0.873322
8,-1.9274856,0.3474005,1.8342999
9,-0.2668062,0.38136232,-0.06292187
9,0.6470196,0.4838025,-1.2501978
7,-1.9308935,0.2919597,1.8924257
10,-1.3491801,0.34880847,1.1259488
8,-1.6158257,-0.22414817,2.406558
10,-1.9946768,-0.264852,2.8000388
9,-2.5973186,0.09237209,2.9452982
9,-1.6734369,0.25395334,1.6072283
8,-0.97090155,0.16003913,1.0182184
7,-1.7550808,0.6254712,1.390142
10,-0.5072265,-0.0056738555,0.6740694
7,-1.5206,-0.08795406,1.9681381
8,-2.1956785,0.70195276,1.6550658
10,-2.3681827,0.8152268,1.9819201
8,0.48038518,0.31902158,-0.85734534
10,-2.3949442,-0.747316,3.9049022
8,-2.3757033,-0.5655711,3.752189
7,-1.947835,-0.32449925,2.873742
10,-1.6186938,0.37070793,1.4587604
10,-1.5806091,0.20237242,1.6546745
10,-1.3787814,0.1850229,1.4397547
10,-1.7721105,0.0543677,2.0324876
10,-2.224049,-0.18573853,2.9118953
8,-2.5476606,-0.31186724,3.420357
10,-0.72376704,0.69104713,0.061206177
9,-2.6768484,0.0015112758,3.1898491
10,-1.1162779,-0.06408154,1.5531207
8,-1.839476,0.25693703,1.8532917
10,-1.8494363,-0.08504668,2.3625062
8,-2.3589566,-0.113137454,2.918644
10,-1.9532833,-0.4023447,3.0208719
7,-0.5966801,0.028157465,0.79195046
9,-1.1148196,0.34895492,0.90293133
7,0.080858976,0.53919905,-0.6027111
10,-2.0734086,-0.7103652,3.63276
8,-2.0746903,-0.33875328,3.0551672
10,-0.79017025,-0.2433483,1.3700043
9,-0.3468855,0.06053424,0.41908208
9,0.27099162,0.3517261,-0.66812843
9,-2.8396573,0.7614282,2.432635
8,-1.3291332,0.15665728,1.3875223
8,-2.1779318,-0.15220161,2.678136
8,-0.30391717,0.7497372,-0.4539731
10,-1.1655205,0.079933725,1.396342
10,-2.2612774,-0.42403424,3.5674849
7,-2.4197059,-0.33574754,3.3830414
9,-1.8506571,-0.21456379,2.5542946
8,-2.353171,-0.3413697,3.2422762
8,-2.5275784,-0.2688682,3.3808098
8,0.3259701,0.5796132,-0.97710824
8,-1.3020968,0.2877457,1.1965736
8,-2.592517,-0.68327343,4.0741706
10,-2.3115404,-0.50554854,3.5542657
10,-1.7458345,0.634758,1.2246431
9,-1.6026633,0.7020264,0.9668723
10,-2.2162628,0.17818424,2.4607565
9,-1.1270413,-0.067094885,1.5212418
10,-2.5500727,-0.58580804,3.8863146
7,0.89571136,0.5304635,-1.5514139
8,-2.1002476,0.18279667,2.3193448
7,-2.0420032,-0.14875995,2.555755
8,-1.9094853,-0.26388642,2.7279723
9,0.27993116,0.61036533,-0.8626214
8,-1.580615,0.043283433,1.9136552
9,-2.5274472,-0.03835614,3.142854
8,-0.21240214,0.42161793,-0.13459831
10,-1.6271243,0.16504821,1.7718552
8,-2.0170853,0.48017406,1.7995603
7,-0.3378594,0.62861377,-0.22542349
7,-0.5547121,0.15218702,0.55458885
8,-1.5588042,0.3151983,1.4898796
9,-1.7616434,-0.11537496,2.2241628
8,-0.8927967,0.30514836,0.7275662
10,-2.3927677,-0.7164674,3.9050305
7,-0.24300812,0.75596243,-0.52885914
9,-2.1337502,-0.44527704,3.1667695
7,-1.4735658,0.33281076,1.3437487
8,-0.1794159,0.72033226,-0.48466668
10,-0.9578716,-0.0031463057,1.2757998
10,-2.3051858,-0.0427168,2.9302852
9,0.2927041,0.46378273,-0.7269305
7,-0.2245783,0.58794594,-0.301404
9,-1.8464012,-0.15977277,2.4265366
7,-0.17194949,0.7828096,-0.53109014
10,-2.3619614,-0.36615103,3.3241434
10,-2.2612503,-0.108413294,2.9532535
7,-0.10163535,0.31351948,-0.18359077
10,-0.10883862,-0.11759305,0.42705813
7,-1.6295168,0.02420599,1.9213392
8,-0.111994356,0.16642646,0.0049823485
7,-0.88931227,0.28168786,0.7787006
10,-2.2880292,-0.87986875,4.1403165
9,-2.7182207,0.39070415,2.5480795
8,-1.0368761,1.1874809,-0.07510359
8,0.1483392,0.38583678,-0.5539775
10,-1.8389568,-0.559358,3.1452038
10,-2.0290956,-0.6675918,3.5883875
10,-2.1692748,-0.4746939,3.1913652
8,-2.4308572,0.06798759,2.7081556
10,-0.039708197,0.43379736,-0.45715007
10,-0.49522114,-0.047399938,0.81196934
8,-2.6356893,-0.083782986,3.253061
10,-1.6241827,0.65023625,1.044999
10,-1.7982352,0.6982866,1.3076915
10,-0.48710388,0.23015986,0.3673105
8,-0.054982755,0.3453489,-0.2725948
7,-0.7296409,0.55101764,0.2891222
9,-1.1289358,-0.114436865,1.6376071
10,-2.310045,0.3510514,2.1948977
7,2.2328308,0.009463966,-2.2644026
8,-0.60376215,0.055396818,0.8079723
10,-2.068263,-0.631708,3.4736862
10,0.4956907,0.36366266,-0.884464
9,-1.3402318,0.7094287,0.7889187
8,-1.908408,0.25957465,1.9078056
7,0.121344164,0.597514,-0.6885597
10,-0.8981021,0.13974003,1.0227379
10,-0.43249962,0.2210596,0.36673617
9,0.5420531,0.31428534,-0.89182293
8,-1.814708,0.017768025,2.0648463
8,-0.24526688,0.58596236,-0.28676507
9,-1.3842694,-0.35319388,2.2324429
7,0.5632636,0.39915466,-0.94509405
8,-1.2368991,0.27590376,1.1544583
9,-1.1998756,0.35982466,1.043238
8,-0.13463107,0.3035378,-0.1187486
7,-2.6479917,0.37293983,2.6142485
10,-1.5351443,0.2706141,1.4376814
7,-2.1880903,-0.3563152,3.2205377
10,-1.3266369,0.6834775,0.7264361
8,-2.6318069,0.6403787,2.2657793
10,-1.97557,0.24277358,2.0674365
8,-0.5928641,0.9327026,-0.3147287
7,-0.16658247,0.33044028,-0.11246369
8,-0.06270541,0.37483066,-0.17544216
10,0.606113,0.5456977,-1.343999
7,-1.6228707,0.43100375,1.4869351
9,-0.24241081,0.5101677,-0.31430963
8,-1.1447405,0.25518286,1.1339719
8,-2.4500875,-0.3540476,3.4177146
9,-1.3337781,0.6157104,0.7058719
8,-2.064777,-0.11226929,2.7082381
7,-0.63654476,0.2963354,0.4016181
10,-1.9815693,-0.03363771,2.5796494
9,0.6900323,0.1485158,-0.87057257
10,-2.0914464,-0.7621994,3.7396195
8,0.298166,0.08046608,-0.29950404
10,-1.9542253,0.85929585,1.2253573
10,-0.9901951,0.36795688,0.7437803
10,-2.926003,0.22768022,3.09022
10,-0.6699841,0.64346087,0.14315215
10,-2.0807686,-0.18442063,2.7754157
8,0.9222475,0.27702624,-1.3443645
10,-1.3829646,-0.5008319,2.4833784
7,-1.382914,0.45016217,1.1398486
10,-1.875119,-0.34159666,2.7247424
7,-0.118658885,0.41199702,-0.25666797
10,-1.0141402,0.12715635,1.2252345
10,-0.9987318,0.8422818,0.29687825
10,-0.6045425,0.096664384,0.74006337
7,-0.6860708,0.38887328,0.44683072
8,-0.13628127,0.30259055,-0.12532139
7,-1.8230742,0.56848335,1.4882783
10,0.81464016,0.5868187,-1.4998524
10,-2.1164954,-0.07630633,2.6986132
7,-0.29409197,0.42300218,-0.087549634
9,-0.44551703,0.33142638,0.17307186
10,-1.4102609,0.8736915,0.5939095
8,-2.1197932,0.2954747,2.180554
10,1.8000724,-0.014757827,-1.9585398
9,-0.8885838,0.18092163,0.9298222
10,-1.3616743,-0.2296571,1.9853427
7,0.7933536,0.29240435,-1.1228023
7,-2.1377916,-0.39078164,3.1515098
7,0.7273267,0.49526858,-1.3207465
7,-1.0287837,0.41494113,0.8523528
8,-0.5111519,0.5672944,-0.04421056
9,-0.7060734,0.0893795,0.8134365
9,-1.3144041,0.39580458,1.0553375
10,-0.06923346,0.21407132,-0.15807703
10,-2.4441535,-0.865391,4.1460233
10,-2.0472858,-0.6381895,3.3692093
10,-2.6894796,-0.17057899,3.4739437
8,-0.2203703,0.4806772,-0.25292322
10,-2.4526567,-0.47611445,3.5786629
9,-0.6349865,0.7092669,-0.106724836
10,-2.5156577,0.052681983,2.991415
9,-2.4689636,0.2307949,2.6712408
7,-0.27308595,0.3588665,-0.015614137
10,-1.2658705,0.17144291,1.4757503
10,-2.537799,-0.27661192,3.4086695
10,-2.4425075,0.25936562,2.5535998
10,-1.2020686,0.50180596,0.87120456
8,-2.022446,-0.67009115,3.3480418
9,-0.9796701,0.7194653,0.4097794
8,0.0904295,0.85639036,-1.0261815
8,-2.9451015,0.16085774,3.2860608
10,-2.2107704,0.09849158,2.476007
7,-0.06361574,0.24648727,-0.1106099
10,-2.0403,0.07710655,2.3287747
10,-1.6493301,0.012611076,1.8941926
9,-0.43542588,0.25809646,0.2712632
7,-1.0051712,0.62410384,0.4397488
10,-1.5852911,-0.94555455,3.457718
9,0.2916632,0.010772541,-0.28277805
7,-0.42144695,0.7177185,-0.2950753
9,-2.204483,0.22406062,2.2904482
10,-1.6777458,0.32069921,1.5551282
8,-2.2994812,-0.39567453,3.3496199
8,0.15030213,0.526717,-0.6128621
7,-1.9175801,-0.12032485,2.3564713
9,-2.3057656,0.1702246,2.5543883
9,-2.5680807,-0.63704157,4.0418615
8,0.022990268,0.7558716,-0.7310995
10,-1.3101047,0.2707029,1.2476336
8,-1.8969616,0.043468945,2.196704
10,0.69532776,0.28070992,-1.0569508
10,-1.8767064,-0.29737884,2.8046994
10,-1.6927061,-0.21496986,2.4271567
8,-1.1031266,-0.1036302,1.5282054
8,-1.9341604,-0.5399793,3.212758
9,-1.6517375,0.13477412,1.8614813
9,-1.7068708,0.28846478,1.6587383
8,-2.3432362,-0.06831854,2.9576406
10,-2.2126548,-0.0017683506,2.5486321
9,-2.1062887,-0.22777338,2.8874063
8,0.58748966,0.29685634,-0.882753
10,-1.0956612,0.26118255,1.1337065
10,0.19899559,0.11683941,-0.32332855
9,-1.2478472,0.34018064,1.0843711
10,0.42770016,0.26265526,-0.70642483
10,-1.8974698,-0.2706836,2.7467837
8,-1.885134,0.21738602,1.9552379
10,-2.0527067,-0.083690606,2.6578364
10,-1.7286603,-0.27139395,2.5367854
10,-2.4984896,-0.7452769,3.982327
10,-1.343937,-0.16438897,1.8736478
10,-1.6299369,0.1616645,1.6106774
8,-1.2783566,1.0168734,0.28820157
8,-0.8591528,0.70307416,0.1918557
7,-1.5402101,0.04008822,1.7456521
8,-0.9107951,-0.11263706,1.3244324
9,-2.3989477,-0.25886428,3.24867
8,0.56916994,0.44816655,-1.0925412
7,0.55674547,0.16098568,-0.6797204
8,-0.5521262,0.70360243,-0.11151176
8,-1.8961262,0.39424145,1.7023163
9,-2.77054,-0.2213863,3.5496416
10,-1.5324486,0.5301195,1.2077216
10,-1.2151561,0.5059399,0.79143566
10,-1.2330778,0.15981182,1.2933687
8,-2.28611,-0.509964,3.569544
8,-1.2432603,0.3233469,1.1584555
8,-0.5715948,0.6254661,-0.047511272
8,-1.7691439,0.46519268,1.4823494
9,-1.2799696,0.5667709,0.8597055
10,-1.9860874,0.3984053,1.9695956
8,0.5323754,0.8269085,-1.3903695
8,-2.199525,-0.84981966,4.0183053
10,-2.2115154,-0.53560007,3.5491261
10,-2.1199617,-0.7023807,3.6093185
10,-2.3914843,0.15910031,2.5980973
10,-0.4281135,0.25843984,0.30977166
10,-0.79726607,0.19240004,0.7767567
7,-2.3704002,0.0066349953,2.7873507
10,-2.854109,-0.003994882,3.2811737
10,-2.0170228,0.5085633,1.7531912
10,-2.1857045,-0.2788564,3.038943
9,-1.75053,0.70623773,1.3219864
10,-1.7410787,-0.51590824,2.9286623
10,-1.4870921,0.48755807,1.236425
9,-2.402594,-0.09808559,2.9608023
10,-2.1959724,-0.4104364,3.403617
7,0.3642206,0.64454836,-1.0968952
10,-2.2029564,-0.11605559,2.8006535
9,-1.8116474,-0.16880465,2.4857633
10,-0.96714765,0.04628794,1.2352659
7,0.7160453,0.31849104,-1.0637115
8,-2.1229463,0.05435711,2.501094
10,-1.4849073,0.093495905,1.6989199
9,-0.15476032,0.2555207,-0.00690398
10,-1.870522,-0.21749747,2.5579457
8,-1.6909584,0.025986344,2.0583866
10,-0.2492166,0.5311084,-0.115906514
10,-2.0771823,-0.68294597,3.556839
9,-1.1609545,-0.27866584,1.880263
8,-1.9236779,0.56667644,1.5643971
10,-1.1091135,0.9791958,0.27407125
7,-0.5665572,0.24408622,0.48572314
10,-1.6796825,-0.056378067,2.1833847
7,-2.1969545,0.87420243,1.4451516
7,-2.7668102,0.06690751,3.1797466
7,-2.299371,0.66248584,1.8032542
10,-2.863334,-0.38126445,3.8541021
7,-0.9840062,0.56207144,0.6482525
8,-1.8239726,0.05393216,2.1731408
10,-0.7947986,0.25193858,0.70772994
7,0.043639313,0.6032541,-0.6428383
8,-0.003078971,0.5935061,-0.58877254
9,-0.14281265,0.27267456,-0.10639695
10,-0.8232792,0.98171836,-0.06366595
10,-1.475254,0.62645346,1.0623325
8,-0.85401934,-0.0178366,1.1515466
10,-0.21461645,0.4550112,-0.19559157
8,-1.6159362,0.11888483,1.784196
10,-2.570981,-0.32544893,3.567339
10,-1.0574276,0.35166496,0.88906276
10,-1.4081602,-0.50764626,2.4868433
10,-1.6603992,-0.28153628,2.4864054
8,-0.53547746,0.7042985,-0.13307962
7,-2.3022497,-0.4514078,3.5101728
8,-2.1590486,-0.829072,3.882167
7,-0.44645917,0.48103273,0.0030680485
8,0.36952496,0.6508882,-1.0174959
10,-1.431092,-0.40827215,2.3367033
9,-2.3388,-0.72555095,3.9227872
10,-2.8229191,0.16043635,3.1594832
8,0.31471312,0.2702881,-0.6585936
8,-1.941215,0.07042937,2.372846
8,0.008694898,0.33704406,-0.28333813
10,0.49660367,0.3248489,-1.0125058
8,-1.806703,-0.0052928776,2.178725
8,-3.066265,0.16125938,3.470799
10,0.2900364,0.35214156,-0.6261709
10,-1.8261244,-0.7689699,3.533745
9,-1.5312719,-0.054537058,1.9514161
8,-1.733703,-0.07383822,2.2355428
10,-2.3827221,-0.75506586,3.9002833
10,-0.0017506517,0.5968777,-0.5659738
10,-1.7932341,0.28497726,1.813033
10,-1.8677561,-0.1012614,2.4118245
10,-0.33199316,0.77332485,-0.40378562
9,-2.2340252,-0.4371214,3.346464
8,-1.0293638,0.40551734,0.70670307
10,-1.9721868,0.084723085,2.249037
9,-0.26574045,0.1775138,0.18449897
7,-1.405314,0.013189234,1.7451764
8,-3.0809078,0.4942851,2.928803
9,-0.503336,0.51218665,-0.037227623
8,-1.3576883,0.7889861,0.65934384
10,-2.1217427,0.05302445,2.491397
10,-2.063813,0.13675413,2.234853
10,-0.038876716,0.15750803,-0.045527942
8,0.2329076,0.5828428,-0.875521
10,-1.6314586,0.36144263,1.4407651
10,0.18752137,-0.10864374,0.11226508
7,-1.9423839,0.43837136,1.7492144
10,-0.91491413,0.26226902,0.8606883
10,-1.1913288,0.17046286,1.2779858
10,-2.1587079,-0.023921743,2.6855855
7,0.40960854,0.40583342,-0.7924701
10,-1.0534691,0.48179865,0.7211533
9,-0.71234447,0.27737415,0.56112534
8,-1.0405703,0.46161377,0.7543979
8,-1.9495456,-0.022434361,2.429966
8,-2.290985,-0.26333904,3.095885
8,-0.7439427,0.44149607,0.40665758
8,-1.6410533,0.63855517,1.1139418
7,-0.18337318,0.38595176,-0.24204251
7,-1.5975934,-0.2365205,2.2732844
8,-1.4409707,-0.25921488,2.196567
8,-1.3236903,0.26956856,1.219515
10,-1.677459,-0.041938372,2.2061086
10,-1.6584637,0.089061365,1.9654833
7,-1.7339226,-0.30251807,2.4105198
9,-0.87012154,0.80006146,0.16917193
8,-0.38085088,0.6363858,-0.30126408
10,-0.23374021,0.04702253,0.36578977
9,-2.9522326,0.4331351,2.9464324
10,-1.2314458,-0.06389875,1.5891777
9,-2.4905334,-0.34854782,3.4747531
7,-0.52143496,0.14845403,0.5388982
10,-2.8690054,-0.05079642,3.4989963
10,-1.03241,0.44744897,0.7668372
7,-1.2635931,0.58266294,0.8427985
10,-2.3530216,-0.41093594,3.3621354
8,-0.33201003,0.34860307,0.026967417
10,0.16693605,0.9325634,-1.086644
8,-1.3949333,-0.089480504,1.7801414
10,-1.2155008,0.20167668,1.2404802
9,-0.9775022,0.48091584,0.6057278
10,-0.79266816,-0.20783715,1.3999401
8,-1.5800868,-0.16794649,2.1741934
9,-2.3059807,-0.6592674,3.7719545
10,-2.3183694,-0.6049062,3.7844286
7,-1.7567204,0.040512532,2.0220208
9,-1.4204128,0.37613726,1.2049284
10,-2.482247,-0.69749147,3.9676151
7,-0.94625866,0.5678014,0.5554857
8,0.15188217,0.43634623,-0.4705539
8,-1.5591775,-0.2228974,2.2040093
7,-1.1949953,0.32731086,0.958997
10,-2.2446933,-0.047393963,2.7628703
9,-0.0157368,0.21488859,-0.17202973
8,0.08671324,0.2351719,-0.2655044
10,-1.8417135,0.087676495,2.1634572
7,-2.1931505,-0.58381116,3.4498644
8,-0.22968788,0.05896143,0.40931517
10,-1.8540978,-0.7671226,3.5109763
10,-0.21589994,0.13898139,0.14404847
7,-0.539831,0.40190113,0.21724391
9,-2.0797536,-0.4625445,3.1547375
7,-1.630918,0.7153028,1.0245845
8,-1.6910908,0.38050848,1.4535819
10,-0.8339922,0.73980886,0.21811244
10,1.3122704,0.18596278,-1.6508216
7,0.24919036,0.44951022,-0.72131026
9,-2.1711085,-0.87424576,3.9635663
9,-2.2459536,-0.54551995,3.5074012
9,-0.79897857,1.144138,-0.260907
10,-2.3880801,-0.14192544,3.0456123
8,-0.639795,0.08514209,0.7508556
9,-1.6103408,0.97112435,0.7887184
7,-1.5804175,0.30901438,1.4679016
7,-1.9854476,-0.17535321,2.708814
9,-0.5198583,0.32550257,0.34574646
10,-0.7954674,0.30268937,0.5911226
9,-1.2844964,-0.07252696,1.6833194
10,-0.78202796,0.58910537,0.24598658
10,-0.75858206,0.43200248,0.4143999
10,-2.163176,-0.91643316,4.0609775
9,-1.7807513,-0.09856478,2.2651372
7,-1.2949286,0.5252584,0.94802713
7,-0.6479496,0.666499,-0.0045808144
9,-2.4156272,-0.21289963,3.2653935
9,-1.4387462,0.24853216,1.5681487
7,-1.3807687,0.44053036,1.0488353
10,-1.7671964,-0.37425703,2.7687109
8,-0.12604529,0.5797266,-0.45280334
7,-0.48170978,0.83284813,-0.3589429
9,-0.12828007,0.068285264,0.17605257
7,-0.094796136,0.747399,-0.58769286
7,-2.18727,0.01692611,2.5589242
8,-2.9879868,-0.06631084,3.574693
10,-0.79258144,0.16704644,0.7600893
10,2.9011586,-0.37194157,-2.7573605
8,-1.3708168,0.14374281,1.4816712
7,0.37655747,0.30151403,-0.633831
8,-1.0495278,0.29123485,0.8589829
8,-1.3680233,0.5144962,1.0266804
9,-0.75444716,0.7671397,-0.0115970895
7,-1.0011141,0.46387678,0.6590783
7,-0.6156147,0.637355,0.04065252
8,-1.7910466,0.53198195,1.4696702
8,-2.3721511,0.31474423,2.4866428
10,-0.5220498,1.0560592,-0.5529716
7,0.08965044,0.78232133,-0.91929436
10,1.1505977,0.45359236,-1.8235073
10,-1.5354295,0.5942683,1.1140568
10,-2.6488037,-0.36830288,3.7074323
9,-2.0549433,1.0511862,1.157976
9,-1.5271777,0.23529707,1.5233084
7,-1.9258828,-0.22046189,2.7397614
10,-2.8015037,-0.075663425,3.387302
9,-2.3194008,-0.45284504,3.5380368
9,-0.5990497,0.29871958,0.42509612
7,-0.29639018,0.6662867,-0.4378236
9,-2.6101518,1.251866,1.3884338
9,-2.2565744,-0.66416115,3.6246037
8,-2.1094441,-0.25263488,2.88051
8,0.96814823,0.37338984,-1.4236456
9,-2.2043731,-0.6440594,3.676774
7,-2.4064612,-0.21611382,3.2111444
7,0.7833751,0.1343158,-0.8744359
8,-0.71284986,0.93859357,-0.12646982
10,-2.4010596,-0.112854496,3.1184244
7,-2.6987057,-0.52870166,4.0425344
8,-1.6069317,-0.000441283,1.9829628
8,-1.0567613,0.9124097,0.14204624
8,-2.6340208,0.1099931,2.910066
10,-1.0368313,0.67370856,0.4060267
8,-2.403684,0.48589736,2.1791496
10,0.037246514,0.14410357,-0.066150054
10,-2.6653395,0.8900085,1.985891
7,-0.3537987,0.12623478,0.37243986
10,-2.2816982,-0.43147343,3.4028468
8,-1.3183488,0.67085457,0.74483514
7,0.023661204,0.42210096,-0.460892
10,-1.7773265,-0.10475244,2.3738744
10,-2.2925081,-0.07129947,2.9004934
9,-0.29995576,0.20535329,0.21845588
7,-1.0626326,0.69523174,0.41152808
8,-1.2394099,0.05525188,1.4686673
8,-0.15565445,0.15151824,0.20302635
10,0.8319537,0.14832541,-1.0125247
8,-2.7029238,-0.11147994,3.3302188
10,-0.114134535,0.036225997,0.27365893
10,-1.7528458,-0.17936069,2.5343385
9,-0.94575506,0.3290528,0.85438085
9,-1.3353866,0.23970126,1.2971178
7,-1.2215849,0.29485995,1.1680516
8,-0.79230934,0.934682,-0.1507383
7,-2.070656,-0.09425704,2.6297033
7,-1.6883879,-0.20806961,2.2664273
9,-1.576912,-0.3980416,2.6194024
8,-2.4607038,0.20615889,2.7791986
9,-1.9507533,0.49526942,1.7093949
10,-0.2789434,0.32101423,-0.03497
7,-0.91223496,0.2773612,0.7745608
8,-2.8485358,-0.5103303,4.1129065
10,-1.8773601,-0.27829105,2.7021294
10,-2.172158,-0.2759899,3.088928
7,-0.23231187,0.2838378,0.020898096
10,-1.3261172,0.9013649,0.5991697
7,0.47792715,0.46541148,-1.0111127
10,-1.0207022,-0.093614,1.3491795
8,-0.11436717,0.47143877,-0.29315048
8,-2.6121075,-0.10518088,3.2174244
8,-0.20901349,0.57506645,-0.36418837
7,-1.987975,0.37361246,1.9568524
7,-0.46376237,0.46345675,0.04793222
10,-2.0660355,0.12353842,2.2153156
7,-1.3674011,0.43833804,1.0788821
7,-2.0833943,0.5152871,1.8695275
7,0.22268242,0.3904401,-0.63361055
8,-0.86774457,0.35795605,0.73341906
9,-1.6663263,-0.008436665,2.0325072
9,-2.5018544,-0.23260908,3.3349652
8,-1.2819338,1.0403769,0.3602411
7,-2.2203956,-0.43740815,3.3384616
10,-1.2893983,0.65309715,0.7054324
7,0.72781205,0.44340944,-1.2533869
7,-2.44804,0.32781434,2.3432415
8,-2.116569,0.2945403,2.1554503
10,-2.4172738,-0.31648028,3.3712835
9,0.49470663,0.7145921,-1.3505014
8,0.10792723,0.2984839,-0.4381204
10,-0.36675704,0.6245765,-0.15939498
10,-2.6239128,0.98573804,1.8923327
8,-2.1692693,-0.006581947,2.5536833
10,-2.035545,-0.5777814,3.4510846
8,-0.00469232,0.73861223,-0.77057284
8,-0.78838104,0.6011698,0.28226548
8,-0.622375,0.6378294,0.07490503
8,-1.5612426,0.05232068,1.7433188
8,-0.6903437,0.63557833,0.07051472
10,-1.1742231,0.5702847,0.8384428
7,-1.8906355,0.6097104,1.2704962
10,-1.8833295,-0.34980565,2.860073
8,-1.1623131,-0.18185575,1.7210224
9,-0.6228221,0.50181204,0.19088876
10,-2.2554855,-0.7094147,3.8533518
10,-2.5343227,-0.78604233,4.1192007
8,-1.2837508,0.0067607313,1.6542377
7,-0.034253415,0.49099165,-0.3536288
8,-0.0675367,0.42105633,-0.35571104
10,-1.8040634,0.011102602,2.2156932
7,0.009585723,0.13191761,-0.029002145
9,0.44086367,0.266594,-0.6879653
10,-1.3358493,0.06378546,1.7210448
8,-0.8963415,0.40968674,0.611042
8,-1.8346493,0.4279191,1.6568289
10,-2.4000046,-0.23932911,3.1779828
10,0.63087565,-0.14043511,-0.37053612
7,-2.2758331,-0.4431321,3.5201576
10,-1.7116326,0.17207287,1.9408647
9,-2.6704345,-0.40686882,3.7604897
8,-1.5510758,0.08871572,1.6854277
7,-1.3506019,-0.36979902,2.3061726
8,-1.9437456,-0.50752825,3.156798
8,-1.6701546,-0.119974986,2.3142715
8,0.20399761,0.5049714,-0.64403
10,-1.1309943,0.5059692,0.8265178
8,-0.9936555,0.33893043,0.8541078
10,-2.1162853,-0.34268075,3.0949163
10,-1.2818928,0.31251997,1.1386069
10,-0.089175105,0.6835722,-0.55013955
8,-1.0279238,0.13146658,1.116262
10,-2.5865963,0.50934243,2.4588056
10,-1.1380024,-0.13276878,1.6236687
10,-2.7229095,-0.51387864,3.7680497
10,-2.4030068,-0.7009865,3.8846555
9,-2.0646555,-0.5267051,3.2344685
8,-1.7966692,0.32402033,1.6730684
8,-1.1481869,0.5385764,0.74762267
8,-1.1327219,0.12501197,1.1866428
8,-0.31122354,0.49059057,-0.12252983
8,-1.8148296,-0.032406107,2.1855745
9,0.33867836,0.39085776,-0.70476854
7,0.008734245,0.6791585,-0.6691439
10,0.09095438,-0.07783179,-0.030694604
8,-1.4585816,-0.081471324,1.849415
10,-2.1050603,0.18792678,2.341013
7,-1.2267168,0.7045161,0.7079251
8,-2.5474207,-0.06831331,3.1389842
10,-1.2170937,0.610814,0.77156425
7,-0.14202109,0.38326883,-0.09853584
7,-1.6209791,-0.24337201,2.4188652
9,-0.73365206,0.09070728,0.94483805
10,-2.244144,0.35539436,2.2248888
8,0.18906255,0.9377034,-1.2222315
10,-0.8526445,0.28948325,0.9057799
7,-0.48455012,0.95129454,-0.4262649
9,-1.3292522,0.5988447,0.8992116
7,-1.5980748,-0.18027775,2.1678681
7,-0.14453703,0.6316272,-0.4955667
9,0.068149105,0.44666278,-0.6035923
7,-1.4174308,-0.027682826,1.7512044
8,-0.1165203,0.5114185,-0.37411413
8,0.71900785,0.53235155,-1.3070854
7,-2.329618,-0.12013723,2.9413629
7,0.6751315,0.36913615,-1.1301801
9,-2.0648222,0.080990665,2.345259
9,-1.4054523,0.028895177,1.8652958
9,-1.9786582,-0.20244731,2.7338674
7,-1.3286494,0.10894451,1.5423584
7,-1.5704798,1.0205935,0.73330754
8,-0.5563947,0.30570048,0.3047496
9,-1.0203152,0.73170817,0.33886468
7,-0.0048766397,0.44281715,-0.39239526
8,-0.33107653,0.40975583,0.0024821423
7,-1.4401276,0.38681382,1.2849286
9,-0.8483046,0.3884216,0.58528113
9,-1.5798963,0.53502464,1.1877072
10,-0.20905535,0.2070408,0.11434566
10,-2.2802808,-0.36682844,3.2011974
7,0.21230066,0.6962317,-0.99546695
9,0.116835,0.5286467,-0.7354959
10,-2.716386,-0.39128125,3.7435112
10,-2.2433286,-0.52622217,3.4144745
7,-0.8643506,0.19926828,0.8420759
10,-0.20359352,0.16695553,0.22141373
7,0.0429055,0.8237682,-0.928209
8,-1.3338755,0.47187328,1.0359423
8,-2.6260917,0.1955069,2.8185973
8,-1.0664376,-0.005942866,1.3624896
8,-0.60198295,0.6073099,0.09977285
9,0.3375305,0.41472918,-0.7913483
7,-2.3694923,-0.572436,3.7013354
10,-1.9116751,0.08742056,2.1644888
10,-0.6921262,-0.03288564,1.0061322
9,-1.178609,0.5297839,0.77632856
10,-2.3724234,-0.076492205,2.9666853
10,-1.8857914,0.2724989,1.9528826
9,-0.42913216,0.5508282,-0.14795518
7,-2.223664,0.07218942,2.5284834
7,-1.4956343,0.6726306,0.90307856
10,-1.903832,0.36371338,1.8212242
9,-0.80242836,0.18689086,0.82435936
8,-2.4021475,-0.15240838,3.1172967
9,-0.48546326,0.7493219,-0.25992173
9,-2.5035386,-0.509454,3.730566
